cell_label,x,y,z,Drd1,Drd2,Tac1,Adora2a,Pdyn,Penk,Oprd1,Oprk1,Oprm1,Cnr1,Agrp,Cartpt,Nts,Hcrtr1,Hcrtr2,Lepr,Irs1,Irs2,Mc4r,Npy1r,Npy2r,Npy5r,Mme,Htr1b,Htr2c,Htr4,Otof,Chrm3,Plxnc1,Nrp2,brain_section_label
1.01715595610243e+18,7.12286677421582,8.07465533982658,9,6.25,0,10.31,0.406,2.828,0.4636,0.02922,2.643,0.3323,0.0854,1.54,3.076,0.389,0,0.1927,0,0.8374,1.467,0,8.21,0.701,3.066,2.975,0.3728,5.78,10.01,3.832,2.477,2.129,9.16,C57BL6J-638850.48
1.01715595610243e+18,7.11689495820735,8.03695842902722,9,5.465,0.03012,10.41,0.3188,0.9673,0.8784,0,1.713,0.417,0.0639,0.661,2.715,0.4658,0,0.03506,0,0.824,0.9653,0,7.86,0,3.896,1.603,0.08124,5.78,9.375,2.605,3.152,2.12,9.35,C57BL6J-638850.48
1.01715595610243e+18,7.11372452856124,7.96424253241097,9,6.406,0.1205,10.3,0.606,1.448,0.621,0,3.14,0.1364,0.097,1.715,2.31,0.3147,0,0.1377,0,0.8125,1.071,0,8.62,0,2.94,2.178,0.2408,6.395,9.984,4.137,2.871,2.059,9.52,C57BL6J-638850.48
1.01715595610243e+18,7.12091015861592,8.00142045582545,9,6.414,0.06024,10.3,0.546,1.173,0.514,0,3.217,0.1879,0.1293,1.77,2.422,0.2544,0,0.1927,0,0.896,1.088,0,8.58,0,3.02,2.582,0.2141,6.35,10,4.08,3.504,2.078,9.59,C57BL6J-638850.48
1.01715595610243e+18,7.11030482426864,8.02016359148432,9,5.79,0.03012,10.4,0.282,1.013,0.6704,0,2.348,0.3152,0.0674,1.155,2.367,0.3398,0,0.2003,0,0.866,1.033,0,7.93,0,3.775,2.232,0.216,5.96,9.48,2.977,3.205,1.774,9.5,C57BL6J-638850.48
1.01715595610243e+18,7.17142617699191,7.91070516011283,9,6.37,0,10.33,0.5693,1.348,0.611,0,2.701,0.2445,0,1.908,2.303,0.1941,0,0.2202,0,0.6997,1.223,0,8.52,0,3.125,2.438,0.2676,6.184,10.03,3.969,3.389,2.037,9.57,C57BL6J-638850.48
1.01715595610243e+18,7.11343987651258,8.06003766032883,9,6.324,0,10.27,0.3733,1.352,0.4788,0.02922,2.736,0.332,0.0889,1.678,3.303,0.2793,0,0.2202,0,0.787,1.432,0,8.25,0.1195,3.031,1.6045,0.345,5.89,10.01,3.934,1.93,2.1,9.38,C57BL6J-638850.48
1.01715595610243e+18,7.1038534721584,8.05050726296433,9,6.36,0.03012,10.33,0.5396,1.526,0.593,0,3.254,0.2389,0.06464,1.798,2.34,0.1915,0,0.2754,0,0.778,1.1,0,8.625,0,3.297,2.3,0.2141,6.426,9.99,4.215,3.035,2.041,9.555,C57BL6J-638850.48
1.01715595610243e+18,7.12303513173324,7.98993607606971,9,6.395,0.0904,10.35,0.628,1.283,0.7124,0,3.377,0.3237,0.06464,1.714,2.291,0.3047,0,0.2478,0,0.8096,0.971,0,8.695,0,3.467,2.36,0.1605,6.473,9.98,4.156,3.94,1.9,9.58,C57BL6J-638850.48
1.01715595610243e+18,7.1757397573818,7.9016614661646,9,5.387,0,10.25,0.2842,1.352,0.5376,0,1.546,0.265,0.1917,1.173,3.379,0.5845,0,0.1327,0,0.658,1.105,0,7.492,0.1195,3.58,1.636,0.1605,5.863,9.31,2.486,2.004,2.178,9.38,C57BL6J-638850.48
1.01715595620244e+18,7.13553294036942,7.90748054297566,9,6.38,0.03012,10.32,0.5723,1.263,0.5137,0,3.26,0.1874,0.06464,1.944,2.365,0.162,0,0.2754,0,0.7866,0.9404,0,8.65,0,3.166,2.59,0.2141,6.445,9.984,4.363,3.576,2.055,9.586,C57BL6J-638850.48
