cell_label,x,y,z,Drd1,Drd2,Tac1,Adora2a,Pdyn,Penk,Oprd1,Oprk1,Oprm1,Cnr1,Agrp,Cartpt,Nts,Hcrtr1,Hcrtr2,Lepr,Irs1,Irs2,Mc4r,Npy1r,Npy2r,Npy5r,Mme,Htr1b,Htr2c,Htr4,Otof,Chrm3,Plxnc1,Nrp2,brain_section_label
1.0181356141022e+18,3.56883888845095,8.10937744178309,10.4,1.766,7.566,3.1,7.855,1.968,9.445,3.83,3.959,3.674,4.02,0.7944,4.09,3.934,0.02567,0.8486,0.0908,0.1995,4.855,0.1501,1.622,0.0536,1.852,5.105,5.934,7.91,4.957,2.34,5.87,3.5,4.56,C57BL6J-638850.55
1.0181356141022e+18,3.41523283780894,8.1078215833216,10.4,2.123,7.33,3.78,7.695,2.543,9.1,3.807,3.082,2.557,4.156,0.883,3.088,4.336,0,0.2452,0.06223,0.4705,3.49,0.05286,2.818,0.1114,2.688,5.29,5.44,7.39,6.543,4.902,5.39,3.02,6.188,C57BL6J-638850.55
1.01813561410239e+18,2.9948831836725,8.09052362690993,10.4,3.037,6.31,4.516,6.492,3.434,8.664,2.086,2.43,2.205,4.156,0.4924,2.66,4.027,0.00302,0.2808,0.04803,0.3298,4.086,0.1692,2.193,0.2314,1.699,4.2,5.23,6.72,5.418,4.207,3.951,2.342,4.797,C57BL6J-638850.55
1.0181356141022e+18,3.46023130334381,8.16412372296671,10.4,1.44,8.02,2.773,8.336,1.94,9.57,4.39,2.246,1.865,3.568,0.3633,1.499,3.027,0,0.0336,0,0.618,2.645,0.02576,3.215,0.1445,3.018,4.984,5.05,7.645,6.414,5.824,5.215,2.59,6.65,C57BL6J-638850.55
1.0181356141022e+18,3.52661916454767,8.04376727646268,10.4,1.629,7.746,3.428,8.11,2.39,9.68,3.758,3.31,2.99,4.562,0.8647,3.35,4.47,0.02567,0.5293,0.0908,0.2319,4.508,0.1006,2.178,0.0804,2.258,5.027,5.824,7.582,5.86,3.826,5.758,3.203,5.5,C57BL6J-638850.55
1.0181356141022e+18,3.72257613898026,7.92384212009149,10.4,3.451,5.293,3.584,5.387,2.852,8.41,2.12,1.77,2.9,2.24,0.1576,6.484,4.85,0,1.311,0.0848,0.0933,4.6,0.02534,1.309,0.126,1.03,3.916,5.715,7.59,4.844,2.268,3.402,3.598,3.943,C57BL6J-638850.55
1.0181356142024e+18,2.65674020598934,7.85806212781155,10.4,2.635,6.68,3.484,7.098,2.5,8.56,3.475,2.182,2.074,4.152,0.77,2.473,3.998,0,0.1473,0.0649,0.5405,3.727,0.1304,3.13,0.1102,2.594,5.086,5.332,7.293,6.742,5.758,4.95,2.791,6.203,C57BL6J-638850.55
1.0181356141022e+18,3.6337131114725,8.12019299044721,10.4,2.914,6.203,4.324,6.406,2.879,8.164,3.871,3.338,2.56,2.857,1.351,2.916,3.602,0,0.4077,0.0914,0.879,4.03,0.2097,2.84,0.11707,2.787,5.258,4.918,7.816,6.414,4.605,4.14,2.992,5.734,C57BL6J-638850.55
1.01813561420239e+18,3.07082199825464,8.08774525953673,10.4,2.197,7.17,3.51,7.45,2.576,9.14,3.46,2.943,3.24,4.8,0.8857,3.654,4.76,0.02567,0.561,0.08545,0.2441,4.88,0.08057,1.785,0.07715,2.027,4.7,6.33,7.46,5.74,3.67,5.74,3.473,5.54,C57BL6J-638850.55
1.01813561410239e+18,2.84571315180983,7.98606189734021,10.4,1.89,7.527,3.998,7.977,2.803,9.33,3.465,2.848,2.758,4.133,0.9004,3.232,4.08,0.00302,0.28,0.02315,0.3984,3.902,0.08057,2.578,0.1102,2.45,5.344,5.363,7.426,6.414,4.668,4.82,2.94,5.83,C57BL6J-638850.55
