cell_label,x,y,z,brain_section_label,Drd1,Drd2,Pdyn,Penk,Oprd1,Oprk1,Oprm1,Cnr1,Cartpt,Nts,Hcrtr1,Hcrtr2,Lepr,Mc4r,Npy1r,Npy2r,Mme,Htr1b,Htr2c,Htr4,Otof,Chrm3
6.57490220169162e+37,3.62642990692026,6.19552789976114,4.54189181740724,-2.025,0,2.7374194,0,5.0934105,1.6691599,0.52211475,0,0.52211475,0,0.52211475,0,0,0,0,0,0,0.52211475,1.456404,0,0,2.7374194,0
9.06831683838075e+37,3.67532280782627,6.26851215122315,4.54189181740724,-2.025,0,2.2065609,0,5.2007227,1.221638,0,0,0,0,0,0,0,0,0,0,0,1.3348058,0.96459055,0,0.4652994,2.0824072,0
9.84080793342155e+37,3.74978176303171,6.22618256937204,4.54189181740724,-2.025,0,2.1209912,0,5.7505393,0.6862339,0,0.20447807,0.20447807,0,0,0.3835399,0,0,0.20447807,0,0,0,0.542811,0,0.20447807,1.7808604,0
1.0513082431762e+35,3.53011945847384,6.37009533112803,4.54189181740724,-2.025,0,2.066773,0,4.691111,0.93454033,0.7514304,0,0,0,0,0.2960995,0,0,0,0.2960995,0,0.2960995,0,0.2960995,0.2960995,1.3755914,0.2960995
1.08052215552578e+38,3.53632530821886,6.27797533669778,4.54189181740724,-2.025,0,2.742466,0,4.5271335,1.7534856,0.3070463,0,0.5600735,0,0,0,0,0,0.3070463,1.1282015,0,0.3070463,0,0,0.5600735,2.7927105,0.3070463
1.33869517966796e+37,3.40716309572059,6.20950276315737,4.54189181740724,-2.025,0,2.2815704,0,4.8372474,2.1078033,0,0,1.0727563,0,0,1.0727563,0,0.6338721,0,0,0,0,0,0,0.6338721,2.2815704,0.6338721
1.46093415398054e+38,3.52706177376747,6.20971313653356,4.54189181740724,-2.025,0,3.014507,0,5.555372,0,0,0,1.4699968,0,0,0,0,0,0,0,0,0.91464597,0.91464597,0,0,0,0
1.71021794450901e+38,3.58382150122032,6.28384822219197,4.54189181740724,-2.025,0.924851,1.6987609,1.0861793,4.312393,0.29233655,0.29233655,0,0,0,0.5353006,0,0,0,0,0.74318415,0,0,0.924851,0,0.5353006,3.072539,0
1.73421753591403e+38,3.40142152377174,6.30997784505026,4.54189181740724,-2.025,0,2.9404569,0,4.6220336,1.0194603,0,0,0.5979652,0,1.0194603,0,0,0,0,0.5979652,0,1.0194603,0,0,0,2.2000842,0.5979652
1.90493908766055e+38,3.48136798211983,6.34001841017796,4.54189181740724,-2.025,0,2.0597725,0.87499493,5.060015,0.4153267,0,0,0.5853481,0,0,0,0,0,0,0.4153267,0,0.2225577,1.0005784,0,0.5853481,3.1974275,0.4153267
2.07957524450671e+38,3.56649645103936,6.28314607913422,4.54189181740724,-2.025,0,2.678657,0,5.621685,0.8252154,0,0.47082296,0,0.47082296,0,0,0,0,0,0.47082296,0.47082296,0,0,0,0,1.550654,0
2.39830257688311e+38,3.5907605737314,6.31677449784002,4.54189181740724,-2.025,0.24575642,2.4964259,0,5.074065,0.8014543,0,0,0.24575642,0,0,0,0,0,0,0.4556795,0,0,0.6389013,0,0.4556795,2.7564135,0.8014543
2.53527756928489e+37,3.52039120988288,6.29265258162874,4.54189181740724,-2.025,0.52211475,2.6398582,0,4.238665,1.8545352,0,0,0.52211475,0,0,0,0,0,0,0,0,0.52211475,0,0,1.2067534,2.9147332,0
2.59268146509894e+37,3.54656449841867,6.27642626147049,4.54189181740724,-2.025,0,2.8614433,0,4.979736,0.83465254,0,0,0,0,0,0,0,0,0,0.4768625,0,0,0.4768625,0,0,2.5111048,0.4768625
2.65895464963817e+38,3.43914488084276,6.30313526584701,4.54189181740724,-2.025,0,2.4702725,0,4.9946747,0.5401746,0.20336759,0,0.81304365,0,0.38157755,0,0,0,0,0.38157755,0,0,0.20336759,0,0,2.787418,0
2.82010090529955e+38,3.57231670715429,6.33356557922013,4.54189181740724,-2.025,0,2.801426,0,4.3857284,1.5803533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9965444,0.9965444,3.163776,0
3.0260521287365e+38,3.59631340130153,6.30850936541057,4.54189181740724,-2.025,0,2.6154647,0,5.197406,1.4010983,0,0.26918665,0.8643449,0,0,0,0,0,0,0,0,0,1.2844535,0,0.26918665,2.0983021,0.6918777
3.26217928784862e+38,3.54939649491089,6.36314847012378,4.54189181740724,-2.025,0.43094587,2.3228934,0.90326416,4.8241158,0.90326416,0.23150438,0,0.23150438,0,0,0,0,0,0,0,0,0.60613495,0.60613495,0,0.23150438,2.7903533,0
4.96628166160396e+37,3.54926557971176,6.31561673274212,4.54189181740724,-2.025,0.9633052,2.4624228,0.77595973,4.683363,0.307362,0,0,0.56060326,0,0.307362,0,0,0,0,0.307362,0.307362,0.56060326,0.77595973,0,0,2.6377828,0.56060326
4.97072712470367e+37,3.56846831406713,6.24979299278495,4.54189181740724,-2.025,0,2.1000884,0,5.369635,0.6759976,0,0,0,0,0,0,0,0,0,0.37723547,0,0,0,0,0,2.531471,0.37723547
