cell_label,x,y,z,Drd1,Drd2,Tac1,Adora2a,Pdyn,Penk,Oprd1,Oprk1,Oprm1,Cnr1,Agrp,Cartpt,Nts,Hcrtr1,Hcrtr2,Lepr,Irs1,Irs2,Mc4r,Npy1r,Npy2r,Npy5r,Mme,Htr1b,Htr2c,Htr4,Otof,Chrm3,Plxnc1,Nrp2,brain_section_label
,2.60202602976372,8.1429401165443,9.6,8.086,0.553,9.484,0.704,6.34,9.15,1.42,4.1,4.99,3.533,0.849,3.396,1.143,0.02339,0.5684,0.0885,1.705,4.223,1.028,1.731,0.1055,1.442,3.41,5.08,2.72,4.133,7.062,0.6855,4.266,7.367,C57BL6J-638850.51
1.01812210920278e+18,2.15428482706001,7.92276212309956,9.6,6.438,2.441,9.08,2.773,5.684,9.3,1.61,4.746,5.414,5.152,0.581,2.01,3.686,0,0.3806,0.1589,0.9707,4.645,0.4858,2.87,0.285,1.848,3.861,5.77,3.855,4.652,6.543,2.39,3.576,7.88,C57BL6J-638850.51
1.01812210910276e+18,2.72641169682814,8.3218874192767,9.6,8.24,0.229,9.13,0.4429,5.867,9.266,1.097,4.438,5.16,4.766,0.962,2.182,0.333,0.02339,0.579,0.1215,1.856,3.676,1.327,1.353,0.08105,1.443,3.707,4.535,3.541,4.2,7.082,0.5073,4.016,7.617,C57BL6J-638850.51
,2.34173516937323,8.11438951182678,9.6,7.875,1.01,9.445,1.098,5.156,8.83,0.902,4.117,4.613,4.855,0.465,2.082,1.668,0.04636,0.1902,0.0949,1.267,3.688,0.579,3.043,0.2108,2.357,4.08,4.195,3.871,5.08,7.285,0.773,3.795,7.305,C57BL6J-638850.51
1.01715595610277e+18,2.22902661030062,8.00518479784699,9.6,7.76,1.1045,9.52,1.232,5.426,8.77,0.96,4.266,4.58,4.773,0.3433,2.31,1.835,0.02432,0.1941,0.1105,1.174,3.816,0.531,3.166,0.386,2.438,4.043,4.535,3.64,5.035,7.223,0.942,3.766,7.32,C57BL6J-638850.51
,2.31013729774006,8.0086055397636,9.6,7.76,0.3164,5.49,0.5107,6.12,8.68,2.062,5.51,7.77,4.2,1.023,1.812,0.371,0.02528,0.744,0.11163,1.746,3.283,1.307,0.9033,0.2041,1.256,2.943,5.105,4.547,1.538,6.17,0.5854,5.164,7.977,C57BL6J-638850.51
,2.67651697144104,8.19211499642233,9.6,7.742,1.12,9.734,1.073,6.613,8.945,1.123,4.344,4.61,3.688,0.334,3.684,2.707,0,0.3052,0.0945,0.961,3.79,0.795,2.236,0.3987,1.846,3.707,4.62,2.172,4.246,5.49,1.107,3.152,7.223,C57BL6J-638850.51
1.01812210910276e+18,2.77528111066821,8.22411441652141,9.6,5.723,3.51,9.305,3.256,4.73,8.78,0.715,3.51,4.996,3.236,0.09155,3.285,3.281,0,0.3223,0,0.579,2.434,0.08594,1.224,0.2418,1.029,3.672,3.992,1.648,4.082,2.354,2.03,1.777,5.336,C57BL6J-638850.51
1104095349101940455-2,3.71583024721557,8.49999738360656,9.8,7.973,0.4556,5.945,0.482,6.316,8.98,2.547,5.367,7.375,4.16,0.972,1.893,0.397,0.02248,0.723,0.0906,1.807,3.537,1.284,0.678,0.2081,0.993,2.914,5.48,4.65,1.973,6.266,0.3447,5.316,8.195,C57BL6J-638850.52
1104095349102100540-2,3.1591769584414,8.5395522396222,9.8,8.01,0.3389,6.64,0.4626,6.61,9.14,2.188,5.215,7.324,4.18,0.8716,1.653,0.429,0.00281,0.631,0.0749,1.812,3.39,1.623,1.001,0.1487,1.259,2.936,5.215,4.81,2.258,6.258,0.4229,5.03,8.555,C57BL6J-638850.52
1104095349101940483-1,3.70626376246419,8.50476086401901,9.8,8.086,0.4414,6.508,0.4492,6.043,9.09,2.357,5.3,7.18,4.254,1.045,1.711,0.3887,0.001365,0.6084,0.06555,1.736,3.547,1.51,0.901,0.1973,1.102,3.453,5.297,4.55,2.53,6.227,0.4333,5.055,8.09,C57BL6J-638850.52
1104095349101940164-2,3.87931732092469,8.247816782011,9.8,7.76,0.5986,7.953,0.579,6.594,7.62,0.3308,3.578,7.29,1.687,0.562,4.004,0.9194,0,0.834,0.06665,0.7876,5.87,0.9023,0.7314,0.1699,0.6577,2.17,4.004,1.364,1.828,6.56,0.419,4.043,5.46,C57BL6J-638850.52
1104095349102430487-2,2.14802678839393,8.2739133747187,9.8,8.24,0.3655,8.38,0.374,6.625,9.3,1.648,5.066,6.176,4.76,1.118,2.04,0.3484,0.02339,0.596,0.1127,1.791,3.412,1.226,1.143,0.08264,1.59,3.549,5.098,3.896,3.918,7.156,0.5566,4.516,8.2,C57BL6J-638850.52
1104095349102430457-2,2.16341890220061,8.23511990430214,9.8,8.21,0.409,8.555,0.4749,5.902,9.516,1.493,4.7,5.86,4.73,0.971,1.816,0.5137,0.02339,0.6646,0.09436,1.946,3.594,1.049,1.3955,0.08264,1.432,3.709,5.473,3.963,3.941,7.266,0.4255,4.477,7.86,C57BL6J-638850.52
1104095349102260170-3,2.93877433788329,8.60177319699004,9.8,8.055,0.4597,6.387,0.4565,6.53,9.12,2.297,5.33,7.223,4.3,0.9717,1.908,0.4092,0.00277,0.7095,0.0749,1.798,3.516,1.442,0.744,0.1548,1.186,3.076,5.387,4.562,2.172,6.45,0.3904,5.062,8.33,C57BL6J-638850.52
1104095349101940176-3,3.84700111758872,8.13655690240233,9.8,6.008,0.309,1.948,0.4482,3.88,6.285,1.192,4.68,8.234,2.633,0.6436,1.107,0.3945,0.02107,0.5635,0.0139,1.785,2.258,0.1615,0.4219,0.9175,0.1823,1.024,4.266,6.457,0.6274,3.57,0.5186,5.438,6.62,C57BL6J-638850.52
1104095349102100687,3.07088969439004,8.58399322793034,9.8,7.594,0.598,9.44,0.8193,6.9,8.734,0.2448,4.363,4.69,3.56,0.3125,3.822,2.268,0.02432,0.457,0.05096,1.054,3.01,0.34,2.129,0.407,1.765,3.564,3.068,2.309,3.707,4.953,0.7056,3.574,7.29,C57BL6J-638850.52
1104095349101940490-3,3.69846895427565,8.51290513145594,9.8,8.01,0.479,6.285,0.4585,6.3,9.055,2.543,5.42,7.453,4.23,0.988,1.683,0.3984,0.00281,0.715,0.0749,1.769,3.59,1.313,0.681,0.1716,1.096,3.033,5.508,4.79,2.252,6.336,0.365,5.242,8.35,C57BL6J-638850.52
1104095349102260184-2,2.92111028683142,8.57907567440425,9.8,8.055,0.4753,6.77,0.4573,6.33,9.15,2.494,5.332,6.914,4.31,1.128,1.987,0.3872,0.00277,0.7305,0.0689,1.767,3.625,1.311,0.709,0.1564,1.122,3.371,5.535,4.38,2.768,6.445,0.3704,5.195,8.29,C57BL6J-638850.52
1104095349101940069-2,3.94716093562946,8.24535735379783,9.8,6.855,1.537,4.836,1.484,4.98,7.992,1.863,4.96,7.715,3.697,0.974,2.674,0.8604,0.02107,0.846,0.03888,1.228,5.492,0.4348,0.855,0.11786,0.986,2.43,5.668,4.15,1.282,6.707,0.9175,4.812,7.008,C57BL6J-638850.52
1104095349102100336-2,3.27019359153188,8.24652172260857,9.8,7.727,0.1987,6.56,0.677,6.63,7.895,0.19,2.225,7.71,1.055,0.987,1.274,0.1415,0.00159,0.1597,0.0717,1.002,4.16,0.46,1.572,0.0372,1.181,1.604,2.627,1.228,1.594,5.613,0.5083,3.78,5.613,C57BL6J-638850.52
1104095349102430092-2,2.41546634275494,8.26462460585014,9.8,8.266,0.3687,7.79,0.5283,5.793,9.3,1.3,4.855,6.04,4.73,1.088,1.878,0.3525,0.02339,0.6665,0.108,1.883,3.51,0.8843,1.532,0.02548,1.778,3.688,5.32,4.184,3.465,7.5,0.6113,4.12,7.887,C57BL6J-638850.52
1104095349101940177-3,3.84280143847669,8.12772204512027,9.8,5.65,0.4133,1.537,0.4568,3.107,4.617,1.398,5.203,8.055,2.986,0.649,1.71,0.327,0,0.6753,0,1.742,2.693,0.261,0.241,1.086,0.1652,1.352,4.387,5.613,0.7134,3.275,0.3752,5.49,5.082,C57BL6J-638850.52
1104095349102260188-1,2.9207639646691,8.59836108450227,9.8,8.24,0.3743,7.367,0.4192,6.668,9.23,1.718,5.4,6.703,4.45,1.017,2.32,0.3389,0.0262,0.628,0.12317,1.668,3.438,1.765,1.267,0.086,1.531,3.47,4.965,3.98,3.059,6.695,0.5312,4.57,8.3,C57BL6J-638850.52
1104095349101940782,3.46771684540115,8.2403701277112,9.8,7.438,0.2095,6.94,0.6074,7.082,8.41,0.1487,1.906,7.695,0.901,0.966,1.56,0.3162,0.04382,0.384,0.2147,0.9077,5.26,0.5713,0.966,0,0.8,1.561,2.814,0.8345,1.319,5.793,0.5137,4.16,5.51,C57BL6J-638850.52
1104095349202420100,2.41281190793038,8.30150732576863,9.8,8.24,0.4785,8.766,0.577,5.418,9.33,1.324,4.633,5.605,4.984,0.949,1.823,0.6953,0.02339,0.5576,0.1377,1.866,3.625,1.247,1.691,0.05325,1.76,4.156,5.117,3.965,4.508,7.137,0.5776,4.066,7.7,C57BL6J-638850.52
1104095349202430063,2.42857951257057,8.24432672864601,9.8,8.35,0.3813,8.3,0.3164,6.66,9.2,1.742,5.25,6.152,4.56,1.113,2.424,0.3608,0.02339,0.5303,0.113,1.649,3.57,1.725,1.518,0.03427,1.857,3.777,4.91,3.795,3.977,6.94,0.593,4.36,8.055,C57BL6J-638850.52
1104095349102260175-3,2.9325606479684,8.59440943599248,9.8,8.06,0.3145,6.34,0.4224,6.496,9.12,1.978,5.38,7.242,4.312,0.81,1.855,0.3765,0.004173,0.62,0.0749,1.768,3.508,1.617,1.033,0.12085,1.31,2.99,5.15,4.66,1.9795,6.504,0.4924,4.957,8.305,C57BL6J-638850.52
1104095349102430506-2,2.13362976267906,8.27176523455157,9.8,8.42,0.2935,8.836,0.3264,6.465,9.25,1.468,5.008,5.793,4.86,1.179,2.13,0.3645,0.02339,0.4075,0.1113,1.548,3.494,1.771,1.732,0.02777,2.066,3.826,4.75,3.824,4.523,6.95,0.686,4.117,8.14,C57BL6J-638850.52
1104095349102260186-2,2.91634468504656,8.56878590275189,9.8,8.14,0.3604,7.312,0.3835,6.555,9.29,1.945,5.305,6.75,4.293,1.096,1.891,0.3557,0.00277,0.674,0.0757,1.686,3.61,1.415,0.926,0.0955,1.339,3.258,5.348,4.355,3.125,6.72,0.4136,4.887,8.44,C57BL6J-638850.52
1104095349102430348-2,2.17837896774693,7.95153539032539,9.8,8.48,0.3042,9.39,0.4001,7.047,9.414,1.231,5.395,5.33,4.207,0.9375,3.223,0.2324,0.02203,0.3916,0.07623,1.757,4.137,1.923,2.12,0,2.1,4.434,4.586,2.604,4.52,6.86,0.2864,3.607,7.84,C57BL6J-638850.52
1104095349102430479-2,2.15581536857071,8.26746252634322,9.8,8.33,0.3335,7.266,0.3042,6.4,9.22,1.509,4.895,6.56,4.703,0.9585,1.842,0.3357,0.02339,0.41,0.1255,1.766,3.672,1.6045,1.424,0.0833,1.697,3.365,4.574,4.35,2.695,6.74,0.5293,4,8.01,C57BL6J-638850.52
1104095349101930607-1,3.56582645588172,8.65923456003861,9.8,8.055,0.506,6.85,0.541,4.785,8.49,1.634,4.56,6.027,3.979,1.037,2.51,0.449,0,0.736,0.05038,1.979,4.434,0.5522,0.9956,0.08264,0.929,3.045,5.895,4.098,2.947,7.336,0.318,4.77,7.28,C57BL6J-638850.52
1104095349102100389-2,3.29992891258629,8.60990988757699,9.8,8.086,0.553,9.98,0.6567,7.316,9.516,0.503,5.105,6.25,3.344,0.2203,5.137,3.592,0,0.581,0.08386,0.771,3.22,0.6562,1.931,0.2323,1.692,3.727,3.783,1.231,3.32,3.074,0.7964,3.152,7.145,C57BL6J-638850.52
1104095349102260600-1,2.54933583093018,8.31319399628376,9.8,3.15,6.332,9.15,5.98,7.594,9.35,0.3809,4.832,5.11,4.14,0.08276,3.203,2.658,0,0.0672,0,0.0849,1.571,0,0.5405,0.0299,0.2937,3.242,4.93,2.664,3.436,0.728,3.111,2.32,8.11,C57BL6J-638850.52
1104095349101940500-2,3.68892342792574,8.49966869934608,9.8,7.668,0.3027,4.79,0.454,5.83,8.57,1.815,4.48,7.773,3.229,0.9062,1.771,0.3389,0.02248,1.034,0.1261,1.693,3.408,1.0205,0.651,0.2095,0.825,1.891,5.25,4.926,1.265,5.984,0.5444,5.336,7.67,C57BL6J-638850.52
1104095349102260139-2,2.95386044243791,8.58208535343198,9.8,7.23,2.1,9.86,1.932,6.863,9.67,0.2996,4.438,5.57,3.24,0.1863,4.062,2.879,0,0.418,0.1036,0.5654,2.094,0.05643,1.232,0.3052,1.153,3.32,4,1.414,3.502,1.786,1.212,1.456,6.805,C57BL6J-638850.52
1104095349102260158,2.90520103121628,8.40210837076213,9.8,5.996,3.186,8.88,3.182,6.36,8.38,0.642,3.242,5.324,2.594,0.2316,4.496,3.965,0,0.3157,0.05756,0.3545,2.85,0.1311,1.604,0.1798,1.132,2.844,4.277,1.855,3.047,2.736,2.174,1.947,5.684,C57BL6J-638850.52
1104095349102270501-3,2.57627006102981,8.2488337403468,9.8,8.44,0.2263,9.03,0.3335,6.793,9.28,0.912,4.805,5.605,4.79,0.9214,2.266,0.145,0.02203,0.3145,0.0826,1.495,3.81,1.823,1.784,0.05325,2.037,3.488,3.969,3.55,4.09,6.72,0.4744,3.414,8.1,C57BL6J-638850.52
1104095349102100087-2,3.47914351209887,8.47352655814398,9.8,7.71,1.131,8.65,1.2705,7.477,8.93,0.629,4.445,5.66,2.994,0.3777,3.889,3.781,0,0.5234,0.02272,0.831,4.137,0.9023,2.47,0.5757,1.705,2.723,4.65,2.041,2.96,4.777,1.058,3.959,7.62,C57BL6J-638850.52
1104095349101940575-1,3.64527237560703,8.49278157030968,9.8,8.164,0.4807,9.41,0.549,7.32,8.984,1.032,4.85,5.766,3.484,0.7197,4.56,0.695,0,0.4094,0.1042,1.518,5.082,1.416,2.184,0.1317,1.733,3.719,4.46,1.604,3.52,6.742,0.4731,3.83,7.16,C57BL6J-638850.52
1104095349102430491,2.14148431054938,8.26139004055771,9.8,4.887,4.117,8.78,3.96,5.938,9.4,0.615,3.494,5.566,3.701,0.3015,2.268,2.275,0.02203,0.3247,0.05338,0.824,2.53,0.315,1.046,0.11426,0.824,3.166,4.316,3.105,3.309,2.82,2.004,2.664,7.023,C57BL6J-638850.52
1104095349102430344-2,2.1989881245281,8.02751408327793,9.8,7.9,0.832,10.06,0.847,5.863,9.164,0.7812,3.76,4.773,4.2,0.3591,2.762,0.991,0.02203,0.263,0.10144,1.298,2.982,0.783,2.053,0.11304,1.811,3.768,3.77,2.215,4.508,5.56,0.4797,2.94,6.715,C57BL6J-638850.52
1104095349102260187-1,2.91283612586592,8.55708107856983,9.8,7.51,1.196,8.67,1.343,6.15,9.164,1.4795,4.03,5.82,3.93,0.5425,2.057,0.605,0.02203,0.305,0.1145,1.612,3.174,1.352,1.679,0.1826,1.827,3.326,3.904,3.443,3.469,6.51,0.892,3.504,7.72,C57BL6J-638850.52
1104095349102430510-2,2.06359925814823,7.93596901484413,9.8,7.836,1.095,9.56,1.125,5.547,8.81,0.6284,4.332,4.766,4.918,0.3596,2.219,1.608,0,0.1056,0.11694,1.113,3.17,0.5327,3.006,0.1215,2.66,4.465,3.754,3.72,5.406,6.562,0.6543,3.441,7.44,C57BL6J-638850.52
1104095349102430459-2,2.1134843619341,8.00527536753126,9.8,5.156,4.3,9.18,4.13,5.824,8.914,1.335,4.176,4.8,4.816,0.1068,2.26,3.629,0,0.2227,0,0.466,2.387,0.05286,1.593,0.2065,1.19,4.082,4.277,3.76,4.76,3.023,2.793,1.765,7.56,C57BL6J-638850.52
1104095349102430492-2,2.09347106367557,8.03061050866247,9.8,5.44,3.693,9.3,3.959,5.465,8.875,2.365,4.137,4.855,5.004,0.6567,1.938,3.057,0.02203,0.2192,0.04007,0.819,4.164,0.6143,3.184,0.2827,2.234,4.207,5.168,3.977,5.082,6.543,3.064,3.328,7.516,C57BL6J-638850.52
1.01813383620221e+18,4.15162639152192,7.63607429154668,10.2,7.316,1.422,9.78,1.262,7.105,9.414,0.704,5.266,6.418,3.014,1.737,5.18,3.164,0,0.9175,0,0.9663,5.05,0.9473,1.381,0.1637,0.9346,3.86,4.98,0.8506,3.506,4.87,1.025,3.914,6.992,C57BL6J-638850.54
1.01813383620221e+18,4.11764523001142,7.59581954539591,10.2,7.566,0.878,6.332,0.653,4.883,8.14,1.095,5.35,6.887,3.709,0.714,3.402,0.4753,0.02107,0.81,0.0702,1.43,5.766,0.8047,1.121,0.1155,0.988,3.695,4.594,3.08,2.188,6.656,0.3354,4.16,6.066,C57BL6J-638850.54
1.0181338362022e+18,4.25691758396763,7.65302294617553,10.2,7.902,0.2314,8.72,0.5493,7.594,9.266,0.1447,5.453,5.816,4.1,0.809,3.846,3.885,0,1.998,0.1511,0.958,4.41,0.9463,1.559,0.9565,0.843,3.232,3.334,2.326,3.064,3.389,0.6284,5.312,7.918,C57BL6J-638850.54
1.01813383620258e+18,2.86947138822335,8.13517028754525,10.2,8.29,0.3726,8.98,0.4749,6.777,9.43,1.377,5.105,5.574,4.547,1.127,2.604,0.5635,0.02339,0.618,0.11633,1.846,3.809,1.237,1.615,0.05325,1.62,3.738,5.246,3.35,4.16,7.28,0.4397,4.156,8.02,C57BL6J-638850.54
1.01813383610259e+18,2.60081742436212,7.51324947283481,10.2,8.414,0.32,8.48,0.3694,7.33,9.16,1.351,5.242,5.94,4.242,0.975,2.56,0.3652,0.02339,0.4082,0.0609,1.505,3.773,1.932,1.816,0.0294,1.958,3.541,4.508,3.412,3.602,6.633,0.6045,3.867,8.164,C57BL6J-638850.54
1.01813383610257e+18,3.20895960421924,8.13040423192435,10.2,5.656,3.16,9.1,3.229,6.71,9.32,0.7383,4.652,5.316,4.047,0.5747,2.9,3.754,0,0.265,0.11633,0.505,4.41,0.5283,1.726,0.1173,1.353,3.863,5.477,3.117,4.105,4.02,2.455,2.95,7.637,C57BL6J-638850.54
1.01813383610239e+18,3.78291928595442,8.00739805224759,10.2,7.977,0.747,8.16,1.0205,6.062,9.26,1.3545,4.95,6.086,4.242,0.943,2.664,0.7617,0.02339,0.551,0.10455,1.732,4.473,1.251,2.121,0.1094,1.863,3.895,4.605,3.22,3.402,6.754,0.6323,3.643,7.426,C57BL6J-638850.54
1.01813383610276e+18,2.54374357600691,7.83128538132736,10.2,4.637,4.59,9.83,4.746,4.406,8.94,1.73,4.23,4.445,5.297,0.0665,1.967,2.828,0.0235,0.2424,0.02576,0.7524,3.838,0.1953,2.158,0.10297,1.486,4.14,5.406,3.318,5.29,5.42,3.143,3.055,7.02,C57BL6J-638850.54
1.01813383610239e+18,3.72319866169164,7.96992220431422,10.2,8.2,0.472,8.73,0.4324,4.395,9.12,1.32,4.543,5.203,4.89,0.955,1.968,0.5796,0.02893,0.89,0.1381,2.033,4.25,0.9155,1.37,0.02777,1.449,4.22,5.793,3.855,4.457,7.668,0.5073,4.18,7.07,C57BL6J-638850.54
1.0181338361022e+18,4.14070890093078,7.85521659646879,10.2,7.816,1.108,9.03,1.219,6.652,9.15,0.857,5.016,5.332,4.02,0.609,3.361,2.916,0.02432,0.2048,0.1622,0.9727,4.31,1.009,2.754,0.334,2.1,3.588,4.895,2.883,4.098,6.32,1.034,4.082,7.703,C57BL6J-638850.54
1.0181338361026e+18,2.48430579805576,7.77131715530803,10.2,3.52,5.63,9.336,5.406,7.297,9.36,1.023,4.91,5.457,4.13,0.05112,3.586,2.686,0,0.2169,0.02838,0.4912,3.06,0.0824,1.414,0.08636,0.7114,3.672,4.582,2.355,3.523,2.94,2.805,2.477,7.785,C57BL6J-638850.54
1.01813383620221e+18,4.16016306579511,7.66545849373772,10.2,8.23,0.4558,9.805,0.4526,6.383,9.32,0.968,4.82,5.215,3.828,0.396,3.738,0.55,0,0.473,0.1768,1.605,4.535,1.526,1.887,0.1259,1.68,3.58,3.951,1.95,4.074,6.207,0.3418,3.797,7.28,C57BL6J-638850.54
1.01813383610221e+18,4.03907032406806,7.58512528020679,10.2,8.03,1.21,8.695,0.4778,2.809,8.13,1.142,4.95,4.75,4.523,1.067,3.031,0.3271,0.00972,0.881,0.06238,1.77,5.4,0.05017,0.9014,0.001629,1.157,4.44,5.76,2.355,5.086,7.598,0.5723,3.904,5.38,C57BL6J-638850.54
1.01813383620221e+18,4.14587119063163,7.60176671516872,10.2,7.89,0.695,9.664,0.6753,3.27,9.15,0.844,3.627,4.363,3.766,0.674,3.412,0.466,0,1.088,0,1.489,5.766,0.3157,0.7754,0.02548,0.7427,2.879,5.81,2.133,4.414,7.582,0.3984,3.992,6,C57BL6J-638850.54
1.0181338361022e+18,4.19288898241079,7.65703660809649,10.2,6.79,1.516,9.625,1.567,7.3,9.19,0.2324,4.703,5.586,3.51,0.5107,4.23,5.477,0,1.762,0.057,0.3948,5.906,0.7163,0.7407,0.613,0.7334,3.215,5.617,1.648,3.42,3.797,1.273,5,7.367,C57BL6J-638850.54
1.0181338362022e+18,4.1911746525859,7.72797131118467,10.2,8.15,0.3318,7.695,0.4944,5.234,9.13,1.276,4.85,5.832,4.266,1.129,2.762,0.4688,0.001365,0.9126,0.1514,1.663,5.258,1.125,1.101,0.08496,1.109,3.516,5.28,3.59,3.086,7.266,0.3691,4.465,7.355,C57BL6J-638850.54
1.01813383620221e+18,4.10877598277839,7.5724572975112,10.2,8.125,0.829,7.633,0.6035,3.92,8.6,1.229,5.074,5.605,4.34,0.869,2.65,0.5127,0.006897,0.904,0.1208,1.891,5.266,0.6084,1.302,0.02777,1.209,3.951,5.32,3.396,3.727,7.33,0.4326,3.994,6.527,C57BL6J-638850.54
1.01813383610239e+18,3.77622366753982,7.99983598021328,10.2,8.11,0.916,9.05,0.468,2.898,8.63,1.446,4.81,4.81,5.1,0.956,2.428,0.3142,0.006897,0.8257,0.09766,1.852,4.53,0.2969,1.139,0,1.215,4.418,6.055,2.91,5.28,7.57,0.3618,4.242,6.08,C57BL6J-638850.54
1.01813383620239e+18,3.56750652778858,8.10454657877063,10.2,5.902,3.219,9.47,3.236,7.082,9.03,0.559,4.73,5.797,2.947,0.1752,4.344,3.602,0,0.3162,0.02824,0.3474,2.643,0.02534,1.214,0.208,0.7715,3.623,4.49,1.389,3.39,1.925,2.068,1.8955,6.773,C57BL6J-638850.54
1.0181338361022e+18,4.18950199509386,7.72020901947891,10.2,8.38,0.2028,8.94,0.1686,7.926,8.98,0.7456,5.36,5.895,3.846,0.7583,4.11,0.1223,0,0.2585,0.1172,1.564,4.164,1.881,1.892,0.0294,1.623,3.018,3.818,1.977,2.703,6.38,0.2644,3.69,8.07,C57BL6J-638850.54
1.01813383620258e+18,2.71419833745663,7.75321701124084,10.2,8.44,0.276,8.695,0.3003,6.875,9.266,1.334,5.1,5.96,4.816,1.151,2.385,0.1473,0.02339,0.3738,0.07544,1.412,3.432,1.734,1.802,0,2.166,3.713,4.46,3.727,4.137,6.883,0.919,3.744,8.27,C57BL6J-638850.54
1.01813383610257e+18,2.91321627692193,8.11993552325622,10.2,8.29,0.4053,8.86,0.3875,6.07,9.29,1.325,4.79,5.723,5.062,0.967,1.846,0.4531,0.02339,0.527,0.0975,1.678,3.41,1.268,1.539,0.05325,1.758,3.967,4.9,3.932,4.418,7.14,0.7837,3.973,7.945,C57BL6J-638850.54
1.01813383620259e+18,2.57853175326096,7.51662944400389,10.2,8.31,0.2944,7.715,0.4065,5.664,9.28,1.456,4.99,6.273,4.67,1.135,1.735,0.438,0.02339,0.7,0.1127,1.808,3.824,1.176,1.146,0.03265,1.431,3.518,5.49,4.34,3.594,7.47,0.4673,4.555,8.13,C57BL6J-638850.54
1.0181338361022e+18,4.19453477288556,7.7179398590997,10.2,8.375,0.2993,9.4,0.3381,7.824,9.27,1.028,5.543,5.453,3.25,0.807,4.69,0.256,0,0.4685,0.1172,1.796,4.707,2.117,2.557,0.02777,1.766,3.186,4.55,1.359,2.98,6.33,0.1403,3.34,7.977,C57BL6J-638850.54
1.01813383610257e+18,3.34638849237142,8.21212075680491,10.2,8.21,0.2852,9.1,0.4917,5.39,9.164,1.419,4.438,5.266,4.87,1.004,2.158,0.5083,0.001365,0.867,0.1486,1.85,4.277,1.133,1.169,0.0572,1.279,3.734,5.54,3.59,4.273,7.438,0.427,4.6,7.53,C57BL6J-638850.54
1.01813383610221e+18,4.01004260115562,7.66105682309729,10.2,8.266,0.696,8.164,0.5815,4.19,8.96,1.141,4.875,5.742,4.617,0.8477,2.422,0.4036,0.0331,0.6284,0.1247,1.94,4.293,0.86,1.446,0.0294,1.493,4.074,5.285,3.568,4.145,7.37,0.4685,3.717,7.117,C57BL6J-638850.54
1.01813383610257e+18,3.46239882350559,8.18553486229605,10.2,8.38,0.2198,8.49,0.3315,6.73,9.305,1.255,4.9,5.918,4.527,1.007,2.303,0.4128,0.02339,0.432,0.1443,1.811,3.922,1.72,1.582,0.05554,1.748,3.48,4.33,3.66,3.695,6.902,0.523,3.963,8.04,C57BL6J-638850.54
1.01813383610259e+18,2.58455269859834,7.53130863699378,10.2,8.336,0.2438,7.812,0.407,5.54,9.25,1.223,4.695,6.2,4.957,0.6562,1.631,0.2478,0.02339,0.5527,0.06903,1.743,3.48,1.21,1.367,0,1.916,3.697,4.902,4.426,3.555,7.32,0.6646,4.023,7.87,C57BL6J-638850.54
1.01813383620259e+18,2.49817756903486,7.53672826079783,10.2,2.715,0.1704,4.19,0.4397,5.4,7.484,0.2795,4.04,7.746,2.77,0.718,0.9717,0.2402,0.0425,2.398,0.1438,1.576,3.494,0.627,0.31,0.02078,0.642,0.9487,1.416,5.902,1.199,6.6,6.62,5.46,7.58,C57BL6J-638850.54
1.01813383610221e+18,4.19016618477375,7.63455631544383,10.2,8.29,0.329,9.4,0.3347,7.668,9.17,0.9736,5.38,5.54,3.7,0.8164,4.64,0.5684,0.001365,0.723,0.09,1.56,5.152,1.341,1.186,0.05554,1.369,3.477,4.707,1.343,2.97,7.25,0.3105,4.207,7.66,C57BL6J-638850.54
1.01813383620257e+18,2.91874828383956,8.12051975368594,10.2,8.27,0.3545,9.1,0.387,6.01,9.39,1.485,4.918,5.586,4.855,1.164,2.066,0.514,0.02339,0.5703,0.08795,1.754,3.635,1.304,1.535,0.0549,1.714,4.062,5.113,3.777,4.59,7.203,0.603,4.324,7.87,C57BL6J-638850.54
1.01813383610257e+18,2.96796732563558,8.11562214714037,10.2,8.3,0.4187,9.03,0.3887,6.168,9.31,1.287,4.867,5.504,4.99,1.1045,2.02,0.4531,0.02339,0.5664,0.1113,1.672,3.682,1.293,1.636,0.05325,1.765,3.98,4.965,3.752,4.566,7.15,0.566,3.998,7.996,C57BL6J-638850.54
1.01813383620221e+18,4.15859636078006,7.65285529161569,10.2,7.934,0.389,9.516,0.65,7.773,9.305,0.385,5.188,5.508,3.504,0.775,4.65,4.09,0,1.759,0.0817,1.16,4.535,1.132,1.892,0.887,1.391,3.576,3.652,1.529,3.416,2.781,0.5747,5.188,7.836,C57BL6J-638850.54
1.01813383620258e+18,2.88297895599386,8.12121479677184,10.2,8.31,0.3838,9.09,0.3618,6.473,9.28,1.29,4.805,5.34,4.598,1.019,2.455,0.529,0.02339,0.4653,0.08795,1.811,3.541,1.213,1.686,0.05325,1.86,3.75,5.035,3.469,4.3,7.06,0.551,4,7.92,C57BL6J-638850.54
1.01813383610221e+18,4.07555639174073,7.66385523952858,10.2,8.336,0.1787,8.85,0.4685,5.38,9.22,1.143,4.645,5.26,4.34,1.068,3.033,0.4194,0.02339,0.61,0.1338,1.995,4.766,1.358,1.477,0.05554,1.523,3.426,4.715,2.873,3.73,7.37,0.5327,4.316,7.2,C57BL6J-638850.54
